# 21aefx_opt-mangled.dat                 writespec.pro: Wed Oct 19 12:26:28 2022
# wavelength(um) flux(mJy)
     0.494838      0.27658408
     0.494931      0.28281158
     0.495024      0.28503210
     0.495118      0.28330224
     0.495211      0.28469087
     0.495304      0.28718576
     0.495397      0.28841134
     0.495491      0.28642368
     0.495584      0.28792647
     0.495677      0.28365582
     0.495770      0.27737515
     0.495863      0.27816811
     0.495957      0.28931978
     0.496050      0.29222119
     0.496143      0.28913635
     0.496236      0.28758231
     0.496330      0.29040928
     0.496423      0.29488227
     0.496516      0.29582758
     0.496609      0.29198374
     0.496702      0.28595403
     0.496796      0.27400563
     0.496889      0.28251145
     0.496982      0.29847301
     0.497075      0.30582607
     0.497168      0.30701369
     0.497262      0.30710294
     0.497355      0.30517925
     0.497448      0.29600465
     0.497541      0.29412148
     0.497635      0.30195391
     0.497728      0.29876740
     0.497821      0.29423088
     0.497914      0.29691137
     0.498007      0.29439363
     0.498101      0.29825358
     0.498194      0.30312005
     0.498287      0.29658488
     0.498380      0.29034503
     0.498474      0.29072781
     0.498567      0.29084133
     0.498660      0.29254926
     0.498753      0.29252929
     0.498846      0.29241935
     0.498940      0.29419421
     0.499033      0.29675551
     0.499126      0.29850518
     0.499219      0.30029980
     0.499313      0.30564000
     0.499406      0.31134713
     0.499499      0.31209866
     0.499592      0.29602619
     0.499685      0.28933569
     0.499779      0.30800189
     0.499872      0.31581890
     0.499965      0.30731858
     0.500058      0.30393579
     0.500152      0.30122999
     0.500245      0.29789678
     0.500338      0.29911506
     0.500431      0.30143152
     0.500524      0.29778523
     0.500618      0.29537298
     0.500711      0.30345084
     0.500804      0.30734290
     0.500897      0.30392281
     0.500990      0.30069486
     0.501084      0.30355052
     0.501177      0.30466722
     0.501270      0.30830057
     0.501363      0.30734220
     0.501457      0.31016901
     0.501550      0.31120269
     0.501643      0.31118714
     0.501736      0.31387937
     0.501829      0.31620413
     0.501923      0.31180742
     0.502016      0.30808470
     0.502109      0.31041139
     0.502202      0.30784961
     0.502296      0.30261007
     0.502389      0.30466597
     0.502482      0.30780886
     0.502575      0.30861778
     0.502668      0.30386905
     0.502762      0.30079758
     0.502855      0.30487284
     0.502948      0.30829183
     0.503041      0.30614452
     0.503134      0.30549890
     0.503228      0.30153875
     0.503321      0.29647746
     0.503414      0.29755085
     0.503507      0.30480307
     0.503601      0.30882055
     0.503694      0.31224308
     0.503787      0.31328489
     0.503880      0.30989828
     0.503973      0.30144227
     0.504067      0.30475331
     0.504160      0.31526084
     0.504253      0.31801996
     0.504346      0.30690197
     0.504440      0.30202103
     0.504533      0.31067657
     0.504626      0.31887428
     0.504719      0.31646585
     0.504812      0.30969631
     0.504906      0.31451133
     0.504999      0.32166128
     0.505092      0.32096371
     0.505185      0.31373066
     0.505279      0.30957293
     0.505372      0.31573339
     0.505465      0.32279194
     0.505558      0.32008854
     0.505651      0.31622545
     0.505745      0.31197990
     0.505838      0.30496239
     0.505931      0.30193480
     0.506024      0.30763506
     0.506118      0.31493085
     0.506211      0.32201922
     0.506304      0.32671528
     0.506397      0.31651454
     0.506490      0.31005444
     0.506584      0.30185593
     0.506677      0.30277647
     0.506770      0.30868297
     0.506863      0.30395768
     0.506956      0.29610616
     0.507050      0.29894925
     0.507143      0.30145623
     0.507236      0.29375330
     0.507329      0.28629113
     0.507423      0.29028815
     0.507516      0.29976524
     0.507609      0.30122908
     0.507702      0.30258234
     0.507795      0.30177422
     0.507889      0.29604793
     0.507982      0.28712118
     0.508075      0.28212678
     0.508168      0.28671977
     0.508262      0.28673846
     0.508355      0.27945061
     0.508448      0.27549799
     0.508541      0.27752875
     0.508634      0.28031605
     0.508728      0.27661371
     0.508821      0.27529325
     0.508914      0.27306801
     0.509007      0.26716149
     0.509100      0.26554025
     0.509194      0.26538535
     0.509287      0.26881802
     0.509380      0.27310746
     0.509473      0.26240532
     0.509567      0.25782049
     0.509660      0.26044921
     0.509753      0.26612122
     0.509846      0.26904957
     0.509939      0.26581704
     0.510033      0.25298100
     0.510126      0.24875393
     0.510219      0.25437129
     0.510312      0.24773396
     0.510406      0.23614757
     0.510499      0.24123340
     0.510592      0.25228375
     0.510685      0.25129143
     0.510778      0.24687906
     0.510872      0.24728801
     0.510965      0.25015318
     0.511058      0.24096997
     0.511151      0.23542528
     0.511245      0.23337837
     0.511338      0.23429458
     0.511431      0.23716319
     0.511524      0.23235212
     0.511617      0.22464410
     0.511711      0.22328145
     0.511804      0.22842154
     0.511897      0.22987111
     0.511990      0.22651445
     0.512084      0.22379335
     0.512177      0.22469124
     0.512270      0.22078702
     0.512363      0.21711858
     0.512456      0.22020798
     0.512550      0.22656990
     0.512643      0.23362506
     0.512736      0.23590616
     0.512829      0.22738794
     0.512922      0.21889849
     0.513016      0.22206649
     0.513109      0.22508824
     0.513202      0.22344267
     0.513295      0.22176468
     0.513389      0.22142437
     0.513482      0.22395192
     0.513575      0.22399270
     0.513668      0.22593969
     0.513761      0.22426666
     0.513855      0.22437544
     0.513948      0.22178742
     0.514041      0.21656420
     0.514134      0.22537540
     0.514228      0.22672890
     0.514321      0.23002832
     0.514414      0.23087428
     0.514507      0.23249328
     0.514600      0.23062702
     0.514694      0.23531668
     0.514787      0.24421097
     0.514880      0.24160745
     0.514973      0.23156298
     0.515067      0.23504241
     0.515160      0.24071389
     0.515253      0.23785342
     0.515346      0.23600791
     0.515439      0.23990794
     0.515533      0.24135000
     0.515626      0.24608850
     0.515719      0.25252807
     0.515812      0.24817473
     0.515905      0.25216918
     0.515999      0.26230950
     0.516092      0.26702549
     0.516185      0.26759146
     0.516278      0.26272130
     0.516372      0.26274672
     0.516465      0.25698003
     0.516558      0.25385653
     0.516651      0.26293134
     0.516744      0.27167226
     0.516838      0.28025452
     0.516931      0.28423330
     0.517024      0.28372121
     0.517117      0.28297607
     0.517211      0.28762549
     0.517304      0.29387512
     0.517397      0.29661617
     0.517490      0.29885629
     0.517583      0.30137834
     0.517677      0.30350515
     0.517770      0.30675097
     0.517863      0.30816884
     0.517956      0.30752940
     0.518050      0.31181652
     0.518143      0.31319871
     0.518236      0.31216576
     0.518329      0.32313679
     0.518422      0.33361319
     0.518516      0.34416186
     0.518609      0.35069423
     0.518702      0.34527401
     0.518795      0.34428528
     0.518888      0.34171965
     0.518982      0.34579015
     0.519075      0.35703385
     0.519168      0.36551884
     0.519261      0.37263528
     0.519355      0.37603246
     0.519448      0.38235879
     0.519541      0.38236778
     0.519634      0.37771094
     0.519727      0.37414144
     0.519821      0.37575944
     0.519914      0.37897873
     0.520007      0.38773257
     0.520100      0.39962806
     0.520194      0.40397966
     0.520287      0.39963864
     0.520380      0.39692143
     0.520473      0.39658165
     0.520566      0.39714163
     0.520660      0.39648837
     0.520753      0.40704994
     0.520846      0.42410294
     0.520939      0.44046104
     0.521033      0.44401761
     0.521126      0.43245818
     0.521219      0.41830780
     0.521312      0.41469545
     0.521405      0.41655750
     0.521499      0.42383600
     0.521592      0.43143944
     0.521685      0.44222066
     0.521778      0.44635373
     0.521872      0.45230781
     0.521965      0.45174786
     0.522058      0.45302941
     0.522151      0.45198381
     0.522244      0.45681386
     0.522338      0.45311819
     0.522431      0.47579055
     0.522524      0.47180128
     0.522617      0.46319023
     0.522710      0.46665598
     0.522804      0.46718259
     0.522897      0.47302730
     0.522990      0.48607537
     0.523083      0.50002845
     0.523177      0.49733116
     0.523270      0.48049145
     0.523363      0.47894877
     0.523456      0.48398501
     0.523549      0.48024625
     0.523643      0.49106707
     0.523736      0.51144851
     0.523829      0.49844307
     0.523922      0.48346925
     0.524016      0.49231826
     0.524109      0.48238421
     0.524202      0.49838937
     0.524295      0.50569655
     0.524388      0.48934047
     0.524482      0.48016653
     0.524575      0.48558461
     0.524668      0.49705104
     0.524761      0.49973454
     0.524854      0.49432353
     0.524948      0.50202443
     0.525041      0.50560205
     0.525134      0.49254384
     0.525227      0.48567685
     0.525321      0.49959494
     0.525414      0.51406655
     0.525507      0.51558759
     0.525600      0.51711980
     0.525693      0.51782336
     0.525787      0.51948296
     0.525880      0.51992254
     0.525973      0.52185031
     0.526066      0.51225294
     0.526160      0.50270147
     0.526253      0.51293159
     0.526346      0.52106058
     0.526439      0.52967018
     0.526532      0.52823788
     0.526626      0.52680369
     0.526719      0.52536965
     0.526812      0.52393458
     0.526905      0.52249860
     0.526999      0.52160862
     0.527092      0.52032206
     0.527185      0.51903480
     0.527278      0.51774667
     0.527371      0.51645700
     0.527465      0.51516723
     0.527558      0.51387671
     0.527651      0.51258531
     0.527744      0.51129316
     0.527838      0.51000019
     0.527931      0.50870636
     0.528024      0.50741170
     0.528117      0.50611636
     0.528210      0.51445032
     0.528304      0.52735752
     0.528397      0.52480148
     0.528490      0.51324394
     0.528583      0.51569836
     0.528676      0.51145729
     0.528770      0.51587361
     0.528863      0.52479093
     0.528956      0.53470211
     0.529049      0.53515871
     0.529143      0.53094980
     0.529236      0.52623562
     0.529329      0.51710343
     0.529422      0.51609084
     0.529515      0.51874700
     0.529609      0.52203429
     0.529702      0.52669711
     0.529795      0.51879278
     0.529888      0.51226226
     0.529982      0.51673511
     0.530075      0.51344001
     0.530168      0.51162506
     0.530261      0.52248268
     0.530354      0.52472879
     0.530448      0.52012486
     0.530541      0.52136619
     0.530634      0.51943986
     0.530727      0.51567062
     0.530820      0.51187902
     0.530914      0.51215445
     0.531007      0.50695361
     0.531100      0.51335826
     0.531193      0.52283606
     0.531287      0.52329385
     0.531380      0.52079657
     0.531473      0.51264140
     0.531566      0.50735768
     0.531659      0.50232951
     0.531753      0.50515703
     0.531846      0.51647791
     0.531939      0.50107087
     0.532032      0.49064303
     0.532126      0.49332306
     0.532219      0.50044692
     0.532312      0.49485355
     0.532405      0.49565236
     0.532498      0.49985973
     0.532592      0.49220236
     0.532685      0.49144754
     0.532778      0.49447375
     0.532871      0.49691344
     0.532965      0.49993413
     0.533058      0.49666127
     0.533151      0.48788273
     0.533244      0.47733151
     0.533337      0.47232378
     0.533431      0.47755928
     0.533524      0.48169896
     0.533617      0.47984026
     0.533710      0.47841633
     0.533804      0.47444655
     0.533897      0.46840405
     0.533990      0.47198304
     0.534083      0.47800964
     0.534176      0.47445094
     0.534270      0.46254935
     0.534363      0.46261281
     0.534456      0.46640371
     0.534549      0.47049113
     0.534643      0.46224541
     0.534736      0.46617922
     0.534829      0.46771376
     0.534922      0.46566064
     0.535015      0.45903405
     0.535109      0.45997192
     0.535202      0.45444943
     0.535295      0.44360748
     0.535388      0.44301126
     0.535481      0.44246405
     0.535575      0.44288119
     0.535668      0.44994546
     0.535761      0.44224523
     0.535854      0.43637338
     0.535948      0.44602730
     0.536041      0.44010307
     0.536134      0.41804109
     0.536227      0.42041961
     0.536320      0.42701641
     0.536414      0.42100293
     0.536507      0.42067392
     0.536600      0.42519859
     0.536693      0.42362354
     0.536786      0.41336155
     0.536880      0.41618640
     0.536973      0.42693808
     0.537066      0.41469910
     0.537159      0.39902982
     0.537253      0.39748086
     0.537346      0.39497193
     0.537439      0.39798287
     0.537532      0.40618749
     0.537625      0.39956333
     0.537719      0.39193825
     0.537812      0.38040446
     0.537905      0.37767379
     0.537998      0.38607951
     0.538092      0.38145698
     0.538185      0.37579435
     0.538278      0.36984577
     0.538371      0.36361886
     0.538464      0.36980018
     0.538558      0.37564140
     0.538651      0.37265036
     0.538744      0.36342219
     0.538837      0.36125982
     0.538931      0.35940235
     0.539024      0.34848867
     0.539117      0.34067908
     0.539210      0.35532642
     0.539303      0.35868207
     0.539397      0.34817271
     0.539490      0.34485468
     0.539583      0.33302557
     0.539676      0.32580981
     0.539770      0.33089536
     0.539863      0.32983767
     0.539956      0.32349594
     0.540049      0.32027042
     0.540142      0.32038245
     0.540236      0.31852507
     0.540329      0.31254868
     0.540422      0.31088554
     0.540515      0.31333873
     0.540609      0.31150427
     0.540702      0.30619365
     0.540795      0.30286387
     0.540888      0.29838446
     0.540981      0.29226165
     0.541075      0.28959467
     0.541168      0.28675969
     0.541261      0.28209158
     0.541354      0.28627667
     0.541447      0.28960458
     0.541541      0.28301963
     0.541634      0.27296183
     0.541727      0.28091511
     0.541820      0.27780441
     0.541914      0.26897557
     0.542007      0.26716248
     0.542100      0.26527384
     0.542193      0.26171770
     0.542286      0.25582025
     0.542380      0.25255296
     0.542473      0.24927177
     0.542566      0.24352863
     0.542659      0.23666473
     0.542753      0.23979529
     0.542846      0.24734505
     0.542939      0.25052677
     0.543032      0.24723525
     0.543125      0.23800877
     0.543219      0.23845573
     0.543312      0.23981014
     0.543405      0.23919542
     0.543498      0.23587894
     0.543591      0.21941856
     0.543685      0.21410457
     0.543778      0.21789174
     0.543871      0.22082718
     0.543964      0.21177820
     0.544058      0.20082128
     0.544151      0.20177363
     0.544244      0.20612018
     0.544337      0.20146345
     0.544430      0.19892019
     0.544524      0.20515698
     0.544617      0.20017655
     0.544710      0.18960505
     0.544803      0.18498701
     0.544897      0.18584507
     0.544990      0.18502227
     0.545083      0.18281988
     0.545176      0.18437187
     0.545269      0.18753170
     0.545363      0.18571922
     0.545456      0.18021437
     0.545549      0.17421784
     0.545642      0.17532045
     0.545736      0.17779182
     0.545829      0.17545720
     0.545922      0.17123768
     0.546015      0.16456851
     0.546108      0.15878512
     0.546202      0.15880328
     0.546295      0.16079231
     0.546388      0.16568415
     0.546481      0.16126474
     0.546575      0.15390325
     0.546668      0.15765281
     0.546761      0.16174150
     0.546854      0.16258029
     0.546947      0.15949399
     0.547041      0.15692815
     0.547134      0.15259445
     0.547227      0.15159438
     0.547320      0.15603693
     0.547413      0.15824608
     0.547507      0.15201582
     0.547600      0.14633147
     0.547693      0.14295917
     0.547786      0.14455502
     0.547880      0.14536435
     0.547973      0.14801575
     0.548066      0.14866131
     0.548159      0.14318267
     0.548252      0.14093985
     0.548346      0.14258424
     0.548439      0.14114318
     0.548532      0.14011964
     0.548625      0.14192539
     0.548719      0.14319863
     0.548812      0.14141841
     0.548905      0.13711260
     0.548998      0.13624259
     0.549091      0.14066433
     0.549185      0.14559268
     0.549278      0.14763434
     0.549371      0.14149670
     0.549464      0.13796210
     0.549558      0.13680200
     0.549651      0.13693269
     0.549744      0.14493927
     0.549837      0.15084585
     0.549930      0.14571403
     0.550024      0.13968906
     0.550117      0.13552260
     0.550210      0.13267130
     0.550303      0.14066435
     0.550397      0.14153365
     0.550490      0.13827077
     0.550583      0.14110141
     0.550676      0.13468825
     0.550769      0.12706304
     0.550863      0.12756536
     0.550956      0.13073063
     0.551049      0.13052355
     0.551142      0.12653933
     0.551235      0.12996692
     0.551329      0.13047883
     0.551422      0.12894357
     0.551515      0.13808990
     0.551608      0.14011231
     0.551702      0.13864595
     0.551795      0.13916366
     0.551888      0.13587671
     0.551981      0.12685258
     0.552074      0.12568025
     0.552168      0.13090746
     0.552261      0.13453124
     0.552354      0.13550694
     0.552447      0.12960508
     0.552541      0.12921795
     0.552634      0.12834653
     0.552727      0.12374022
     0.552820      0.11906614
     0.552913      0.11976100
     0.553007      0.12363190
     0.553100      0.12527462
     0.553193      0.13137711
     0.553286      0.12716141
     0.553379      0.11954798
     0.553473      0.12300065
     0.553566      0.12524165
     0.553659      0.12009186
     0.553752      0.12298100
     0.553846      0.12915041
     0.553939      0.13173853
     0.554032      0.13325707
     0.554125      0.12551897
     0.554218      0.11705473
     0.554312      0.11761188
     0.554405      0.11924545
     0.554498      0.11474193
     0.554591      0.11776317
     0.554685      0.12469304
     0.554778      0.11931810
     0.554871      0.11712302
     0.554964      0.12003623
     0.555057      0.12221223
     0.555151      0.12713883
     0.555244      0.12384907
     0.555337      0.12587376
     0.555430      0.11986907
     0.555524      0.12310220
     0.555617      0.12491822
     0.555710      0.12831157
     0.555803      0.12206716
     0.555896      0.11184301
     0.555990      0.11342569
     0.556083      0.12067493
     0.556176      0.11841474
     0.556269      0.11670263
     0.556363      0.11484814
     0.556456      0.11415231
     0.556549      0.11616697
     0.556642      0.11053302
     0.556735      0.11343265
     0.556829      0.11279114
     0.556922      0.11214895
     0.557015      0.11150679
     0.557108      0.11086431
     0.557201      0.11022148
     0.557295      0.10957834
     0.557388      0.10893487
     0.557481      0.10829106
     0.557574      0.10764692
     0.557668      0.10700211
     0.557761      0.10635732
     0.557854      0.10571220
     0.557947      0.10506676
     0.558040      0.10442098
     0.558134      0.10377489
     0.558227      0.10312845
     0.558320      0.10248170
     0.558413      0.10183425
     0.558507      0.10118685
     0.558600      0.10444519
     0.558693      0.10395427
     0.558786      0.10201326
     0.558879      0.10306667
     0.558973     0.099191280
     0.559066     0.095620001
     0.559159      0.10084475
     0.559252     0.098356358
     0.559345     0.088349131
     0.559439     0.099204439
     0.559532     0.092550362
     0.559625     0.081960539
     0.559718     0.090052458
     0.559812     0.085604949
     0.559905     0.090237786
     0.559998     0.090503488
     0.560091     0.087836401
     0.560184     0.090407608
     0.560278     0.095983499
     0.560371     0.095327577
     0.560464     0.098884797
     0.560557     0.090616197
     0.560651     0.088205927
     0.560744     0.094378807
     0.560837     0.090259106
     0.560930     0.084460808
     0.561023     0.078045498
     0.561117     0.074329193
     0.561210     0.084729879
     0.561303     0.090603194
     0.561396     0.082067107
     0.561490     0.078594805
     0.561583     0.077511260
     0.561676     0.081243312
     0.561769     0.083522151
     0.561862     0.091061116
     0.561956     0.086486306
     0.562049     0.075411702
     0.562142     0.075857318
     0.562235     0.079383171
     0.562329     0.081245636
     0.562422     0.081158436
     0.562515     0.079161182
     0.562608     0.069078633
     0.562701     0.068345054
     0.562795     0.078935179
     0.562888     0.081037320
     0.562981     0.075123209
     0.563074     0.078872044
     0.563167     0.075943825
     0.563261     0.073021260
     0.563354     0.073977614
     0.563447     0.071884797
     0.563540     0.072939388
     0.563634     0.073250153
     0.563727     0.071621845
     0.563820     0.067753691
     0.563913     0.068466021
     0.564006     0.074757250
     0.564100     0.074658755
     0.564193     0.065123054
     0.564286     0.062596033
     0.564379     0.063160245
     0.564473     0.063698401
     0.564566     0.068188729
     0.564659     0.070845131
     0.564752     0.070648337
     0.564845     0.065633168
     0.564939     0.061586812
     0.565032     0.058461541
     0.565125     0.067393476
     0.565218     0.063570133
     0.565311     0.059724942
     0.565405     0.060819719
     0.565498     0.059136673
     0.565591     0.055579247
     0.565684     0.054594060
     0.565778     0.052959715
     0.565871     0.054856005
     0.565964     0.053699605
     0.566057     0.050705752
     0.566150     0.053530351
     0.566244     0.052552532
     0.566337     0.048552075
     0.566430     0.050791557
     0.566523     0.053216473
     0.566617     0.054126874
     0.566710     0.053039246
     0.566803     0.048044195
     0.566896     0.049161987
     0.566989     0.050762504
     0.567083     0.053893078
     0.567176     0.051102992
     0.567269     0.050095972
     0.567362     0.048215085
     0.567456     0.053072591
     0.567549     0.055147924
     0.567642     0.047576084
     0.567735     0.043746617
     0.567828     0.048631043
     0.567922     0.053422775
     0.568015     0.050280436
     0.568108     0.045463869
     0.568201     0.045535282
     0.568295     0.045806479
     0.568388     0.042073158
     0.568481     0.040338351
     0.568574     0.042153032
     0.568667     0.042976465
     0.568761     0.045359760
     0.568854     0.049620607
     0.568947     0.046761169
     0.569040     0.037284589
     0.569133     0.037676358
     0.569227     0.039609185
     0.569320     0.040473406
     0.569413     0.040438880
     0.569506     0.042185291
     0.569600     0.041776698
     0.569693     0.044124417
     0.569786     0.040319737
     0.569879     0.043138034
     0.569972     0.045727741
     0.570066     0.045622718
     0.570159     0.041363439
     0.570252     0.036058068
     0.570345     0.036510385
     0.570439     0.042971775
     0.570532     0.048630357
     0.570625     0.041450480
     0.570718     0.041730565
     0.570811     0.044775016
     0.570905     0.040514845
     0.570998     0.036781143
     0.571091     0.036873602
     0.571184     0.038267708
     0.571277     0.040728751
     0.571371     0.044229135
     0.571464     0.045256425
     0.571557     0.042786297
     0.571650     0.040832959
     0.571744     0.047127015
     0.571837     0.048422839
     0.571930     0.041263752
     0.572023     0.037570862
     0.572116     0.035574892
     0.572210     0.034430790
     0.572303     0.044908570
     0.572396     0.055078224
     0.572489     0.044660043
     0.572583     0.036952611
     0.572676     0.040815398
     0.572769     0.037202417
     0.572862     0.038591580
     0.572955     0.044093123
     0.573049     0.044172506
     0.573142     0.040915472
     0.573235     0.047220820
     0.573328     0.044897816
     0.573422     0.039786899
     0.573515     0.035640159
     0.573608     0.041744091
     0.573701     0.048260369
     0.573794     0.038957682
     0.573888     0.034403930
     0.573981     0.036131325
     0.574074     0.041468825
     0.574167     0.043544363
     0.574261     0.042374642
     0.574354     0.040761836
     0.574447     0.039465983
     0.574540     0.041466891
     0.574633     0.045930726
     0.574727     0.048703021
     0.574820     0.049189300
     0.574913     0.047813242
     0.575006     0.037214726
     0.575099     0.038462460
     0.575193     0.047414389
     0.575286     0.052332196
     0.575379     0.047576988
     0.575472     0.045645300
     0.575566     0.052674741
     0.575659     0.052015226
     0.575752     0.045486947
     0.575845     0.037502801
     0.575938     0.039499747
     0.576032     0.042138649
     0.576125     0.042222015
     0.576218     0.045718017
     0.576311     0.050626519
     0.576405     0.049101267
     0.576498     0.048399733
     0.576591     0.048705489
     0.576684     0.043346189
     0.576777     0.040370325
     0.576871     0.041106584
     0.576964     0.040059969
     0.577057     0.039356713
     0.577150     0.047435334
     0.577244     0.047073871
     0.577337     0.043423441
     0.577430     0.043943981
     0.577523     0.044325850
     0.577616     0.047828717
     0.577710     0.052777687
     0.577803     0.054025617
     0.577896     0.054594603
     0.577989     0.054819493
     0.578083     0.054621402
     0.578176     0.055948374
     0.578269     0.057279530
     0.578362     0.053268163
     0.578455     0.055585951
     0.578549     0.058976644
     0.578642     0.055244226
     0.578735     0.050931154
     0.578828     0.051485187
     0.578921     0.055104818
     0.579015     0.056500456
     0.579108     0.059412117
     0.579201     0.063094152
     0.579294     0.061432709
     0.579388     0.059088241
     0.579481     0.057587479
     0.579574     0.058491871
     0.579667     0.057637107
     0.579760     0.064529645
     0.579854     0.063761450
     0.579947     0.061225967
     0.580040     0.056346270
     0.580133     0.060661267
     0.580227     0.072587731
     0.580320     0.074847135
     0.580413     0.073788122
     0.580506     0.072956803
     0.580599     0.065458695
     0.580693     0.063187593
     0.580786     0.068393399
     0.580879     0.072494458
     0.580972     0.071501101
     0.581065     0.067867742
     0.581159     0.065435162
     0.581252     0.069648493
     0.581345     0.076612674
     0.581438     0.079307547
     0.581532     0.077421252
     0.581625     0.078115740
     0.581718     0.083334726
     0.581811     0.077016315
     0.581904     0.073893798
     0.581998     0.077691068
     0.582091     0.077185970
     0.582184     0.079304506
     0.582277     0.085957219
     0.582371     0.088250509
     0.582464     0.088959495
     0.582557     0.087393179
     0.582650     0.085644290
     0.582743     0.085242296
     0.582837     0.082770960
     0.582930     0.078240206
     0.583023     0.079758897
     0.583116     0.081793966
     0.583210     0.085439451
     0.583303     0.091813771
     0.583396     0.096996854
     0.583489     0.092378505
     0.583582     0.086561251
     0.583676     0.087413362
     0.583769     0.091515866
     0.583862     0.098844389
     0.583955      0.10429752
     0.584049      0.10357816
     0.584142     0.097998518
     0.584235     0.097007003
     0.584328     0.095006593
     0.584421     0.098069395
     0.584515     0.099732082
     0.584608     0.093149124
     0.584701     0.093406424
     0.584794      0.10645077
     0.584888      0.11176611
     0.584981      0.11018973
     0.585074      0.10418339
     0.585167     0.097858047
     0.585260     0.091957708
     0.585354     0.088547676
     0.585447     0.098179507
     0.585540      0.10715669
     0.585633      0.10590165
     0.585726      0.10452871
     0.585820      0.10345204
     0.585913      0.10622357
     0.586006      0.11016718
     0.586099      0.11696542
     0.586193      0.11712859
     0.586286      0.10784179
     0.586379      0.10439488
     0.586472      0.11173553
     0.586565      0.11672401
     0.586659      0.10856286
     0.586752      0.10085991
     0.586845      0.10914769
     0.586938      0.11386692
     0.587031      0.11399884
     0.587125      0.11970401
     0.587218      0.12575221
     0.587311      0.12406255
     0.587404      0.11900367
     0.587498      0.11759480
     0.587591      0.11993607
     0.587684      0.12373595
     0.587777      0.13069708
     0.587870      0.13101012
     0.587964      0.12584347
     0.588057      0.12738638
     0.588150      0.12640872
     0.588243      0.12009868
     0.588337      0.12547634
     0.588430      0.13382412
     0.588523      0.12978412
     0.588616      0.12370824
     0.588709      0.12695218
     0.588803      0.13810135
     0.588896      0.13260197
     0.588989      0.12284978
     0.589082      0.12845071
     0.589176      0.13513773
     0.589269      0.13424070
     0.589362      0.13663118
     0.589455      0.13492383
     0.589548      0.13331466
     0.589642      0.14161204
     0.589735      0.13923181
     0.589828      0.13258837
     0.589921      0.13068028
     0.590015      0.12832642
     0.590108      0.13013415
     0.590201      0.13301499
     0.590294      0.13233957
     0.590387      0.12673276
     0.590481      0.12438931
     0.590574      0.12951479
     0.590667      0.13096920
     0.590760      0.14439927
     0.590854      0.14185152
     0.590947      0.14124621
     0.591040      0.14468542
     0.591133      0.13747365
     0.591226      0.13392656
     0.591320      0.13278730
     0.591413      0.13179343
     0.591506      0.13546352
     0.591599      0.14016696
     0.591692      0.14189162
     0.591786      0.13930645
     0.591879      0.13964996
     0.591972      0.14544856
     0.592065      0.14132868
     0.592159      0.13239877
     0.592252      0.13010138
     0.592345      0.12979980
     0.592438      0.13361577
     0.592531      0.14220377
     0.592625      0.14165228
     0.592718      0.13602497
     0.592811      0.14064240
     0.592904      0.14373559
     0.592997      0.14171487
     0.593091      0.14022974
     0.593184      0.13336001
     0.593277      0.13726508
     0.593370      0.14394514
     0.593464      0.14598973
     0.593557      0.14579572
     0.593650      0.14182789
     0.593743      0.14097970
     0.593836      0.14428196
     0.593930      0.14280270
     0.594023      0.14018024
     0.594116      0.14384756
     0.594209      0.14004798
     0.594303      0.13884349
     0.594396      0.13809269
     0.594489      0.14205626
     0.594582      0.14407152
     0.594675      0.14199366
     0.594769      0.13649772
     0.594862      0.13556027
     0.594955      0.14172608
     0.595048      0.13989164
     0.595142      0.13499441
     0.595235      0.13825466
     0.595328      0.13910813
     0.595421      0.14000874
     0.595514      0.14040107
     0.595608      0.13516519
     0.595701      0.13475479
     0.595794      0.14123707
     0.595887      0.14103896
     0.595981      0.13952561
     0.596074      0.13773570
     0.596167      0.12971873
     0.596260      0.13346284
     0.596353      0.13932064
     0.596447      0.13632169
     0.596540      0.12830958
     0.596633      0.13571761
     0.596726      0.14001685
     0.596820      0.13797334
     0.596913      0.13660753
     0.597006      0.13314089
     0.597099      0.12723483
     0.597192      0.12903518
     0.597286      0.13441412
     0.597379      0.13544108
     0.597472      0.12786773
     0.597565      0.12406600
     0.597658      0.13205910
     0.597752      0.14014838
     0.597845      0.14080000
     0.597938      0.12933317
     0.598031      0.12150832
     0.598125      0.12566757
     0.598218      0.13308461
     0.598311      0.13157289
     0.598404      0.12288797
     0.598497      0.11955274
     0.598591      0.11695788
     0.598684      0.11710345
     0.598777      0.12383972
     0.598870      0.13071246
     0.598964      0.12901627
     0.599057      0.12374704
     0.599150      0.12502011
     0.599243      0.12947440
     0.599336      0.12825820
     0.599430      0.12954670
     0.599523      0.12961143
     0.599616      0.12401629
     0.599709      0.11826661
     0.599802      0.11970855
     0.599896      0.12414026
     0.599989      0.12178940
     0.600082      0.11968055
     0.600175      0.11593328
     0.600269      0.11077549
     0.600362      0.10930228
     0.600455      0.11465714
     0.600548      0.11519322
     0.600641      0.11634561
     0.600735      0.11729744
     0.600828      0.11322227
     0.600921      0.10149891
     0.601014      0.10237348
     0.601108      0.11929531
     0.601201      0.11994201
     0.601294      0.10951845
     0.601387      0.10932286
     0.601480      0.11644672
     0.601574      0.11595621
     0.601667      0.11305022
     0.601760      0.11240966
     0.601853      0.10596563
     0.601947     0.096351651
     0.602040     0.096507931
     0.602133      0.10072011
     0.602226     0.099797112
     0.602319      0.10278554
     0.602413      0.10386155
     0.602506      0.10035993
     0.602599      0.10142555
     0.602692      0.10513355
     0.602786      0.10558276
     0.602879      0.10033262
     0.602972     0.093724861
