# wavelength(um) flux(mJy)
5.975970000000000448e-01 1.522429999999999894e-01
5.979680000000000550e-01 1.433119999999999949e-01
5.980111058634677290e-01 1.118999945596873130e-01
5.983389999999999542e-01 1.494689999999999908e-01
5.987099999999999644e-01 1.468629999999999936e-01
5.990809999999999746e-01 1.291080000000000005e-01
5.994519999999999849e-01 1.340230000000000032e-01
5.998229999999999951e-01 1.327969999999999984e-01
6.001940000000000053e-01 1.311489999999999878e-01
6.005650000000000155e-01 1.219459999999999988e-01
6.009360000000000257e-01 1.200259999999999938e-01
6.013070000000000359e-01 1.062170000000000059e-01
6.016780000000000461e-01 1.070220000000000060e-01
6.020489999999999453e-01 1.034449999999999953e-01
6.023070712675289151e-01 1.059367645001302455e-01
6.024199999999999555e-01 1.036770000000000053e-01
6.027909999999999657e-01 9.835660000000000236e-02
6.031619999999999759e-01 1.015930000000000027e-01
6.035329999999999862e-01 9.722699999999999398e-02
6.039039999999999964e-01 8.587609999999999688e-02
6.042750000000000066e-01 8.548129999999999618e-02
6.046460000000000168e-01 8.160699999999999898e-02
6.050170000000000270e-01 7.733239999999999559e-02
6.053880000000000372e-01 7.807260000000000588e-02
6.057590000000000474e-01 8.087800000000000544e-02
6.061299999999999466e-01 7.941230000000000511e-02
6.065009999999999568e-01 6.496720000000000272e-02
6.066975467573184622e-01 8.409372433077287601e-02
6.068719999999999670e-01 7.139320000000000388e-02
6.072429999999999772e-01 7.267809999999999548e-02
6.076139999999999874e-01 7.103990000000000304e-02
6.079849999999999977e-01 6.875269999999999992e-02
6.083560000000000079e-01 6.783720000000000028e-02
6.087270000000000181e-01 7.885920000000000429e-02
6.090980000000000283e-01 7.598050000000000637e-02
6.094690000000000385e-01 6.688979999999999926e-02
6.098400000000000487e-01 7.093199999999999505e-02
6.102109999999999479e-01 7.013400000000000190e-02
6.105819999999999581e-01 7.422159999999999869e-02
6.109529999999999683e-01 7.360579999999999901e-02
6.111835919322652355e-01 8.418865514231602121e-02
6.113239999999999785e-01 7.822880000000000111e-02
6.116949999999999887e-01 8.642070000000000307e-02
6.120659999999999989e-01 9.492330000000000212e-02
6.124370000000000092e-01 8.570039999999999603e-02
6.128080000000000194e-01 8.236050000000000315e-02
6.131790000000000296e-01 8.422069999999999557e-02
6.135500000000000398e-01 7.681409999999999627e-02
6.139210000000000500e-01 8.744209999999999483e-02
6.142919999999999492e-01 8.582170000000000076e-02
6.146629999999999594e-01 9.047199999999999687e-02
6.150339999999999696e-01 9.299680000000000446e-02
6.154049999999999798e-01 8.716659999999999686e-02
6.157624762283810949e-01 9.043402896641396238e-02
6.157759999999999900e-01 9.060640000000000360e-02
6.161470000000000002e-01 9.594239999999999713e-02
6.165180000000000105e-01 9.422270000000000645e-02
6.168900000000000494e-01 9.087470000000000270e-02
6.172600000000000309e-01 9.360759999999999914e-02
6.176319999999999588e-01 9.510989999999999722e-02
6.180020000000000513e-01 9.078110000000000346e-02
6.183729999999999505e-01 9.809600000000000264e-02
6.187439999999999607e-01 9.856510000000000271e-02
6.191149999999999709e-01 1.006729999999999986e-01
6.194870000000000099e-01 9.567150000000000654e-02
6.198580000000000201e-01 9.528609999999999858e-02
6.202290000000000303e-01 9.933630000000000237e-02
6.204374216809798170e-01 9.937701264506393350e-02
6.206000000000000405e-01 1.028160000000000046e-01
6.209710000000000507e-01 1.031849999999999989e-01
6.213419999999999499e-01 9.288019999999999610e-02
6.217129999999999601e-01 9.297560000000000546e-02
6.220839999999999703e-01 9.356499999999999539e-02
6.224549999999999805e-01 1.001390000000000058e-01
6.228259999999999907e-01 8.101319999999999355e-02
6.231970000000000010e-01 7.629650000000000321e-02
6.235680000000000112e-01 9.094939999999999969e-02
6.239390000000000214e-01 8.801159999999999539e-02
6.243100000000000316e-01 8.190949999999999620e-02
6.246810000000000418e-01 8.695160000000000389e-02
6.250520000000000520e-01 8.584999999999999576e-02
6.252119403491880334e-01 8.903545444211387327e-02
6.254229999999999512e-01 7.642190000000000094e-02
6.257939999999999614e-01 9.112760000000000304e-02
6.261649999999999716e-01 8.619250000000000522e-02
6.265359999999999818e-01 9.157049999999999912e-02
6.269069999999999920e-01 9.554179999999999617e-02
6.272780000000000022e-01 9.252770000000000439e-02
6.276490000000000125e-01 7.761560000000000681e-02
6.280200000000000227e-01 8.038919999999999400e-02
6.283910000000000329e-01 6.838239999999999597e-02
6.287620000000000431e-01 7.372579999999999412e-02
6.291330000000000533e-01 6.530249999999999944e-02
6.295039999999999525e-01 7.486969999999999736e-02
6.298749999999999627e-01 7.185750000000000470e-02
6.300895274724777062e-01 6.937960897851726261e-02
6.302459999999999729e-01 6.604359999999999398e-02
6.306169999999999831e-01 6.606370000000000298e-02
6.309879999999999933e-01 6.255180000000000462e-02
6.313590000000000035e-01 6.167170000000000291e-02
6.317300000000000137e-01 6.306340000000000556e-02
6.321010000000000240e-01 5.213099999999999679e-02
6.324720000000000342e-01 5.549430000000000335e-02
6.328430000000000444e-01 5.760440000000000005e-02
6.332140000000000546e-01 6.622340000000000171e-02
6.335849999999999538e-01 5.291049999999999920e-02
6.339559999999999640e-01 4.891059999999999852e-02
6.343269999999999742e-01 4.992010000000000197e-02
6.346979999999999844e-01 5.511630000000000001e-02
6.350689999999999946e-01 4.964840000000000225e-02
6.350736586867669065e-01 6.223067703106852089e-02
6.354400000000000048e-01 5.690350000000000269e-02
6.358110000000000150e-01 5.503929999999999934e-02
6.361820000000000253e-01 5.574690000000000201e-02
6.365530000000000355e-01 5.851150000000000101e-02
6.369240000000000457e-01 4.766750000000000154e-02
6.372949999999999449e-01 5.789169999999999733e-02
6.376659999999999551e-01 5.291549999999999726e-02
6.380369999999999653e-01 5.769409999999999816e-02
6.384079999999999755e-01 5.944719999999999865e-02
6.387789999999999857e-01 5.646740000000000093e-02
6.391499999999999959e-01 6.074580000000000257e-02
6.395210000000000061e-01 6.828190000000000648e-02
6.398920000000000163e-01 7.238419999999999577e-02
6.401677872200096653e-01 7.748027950990410417e-02
6.402630000000000265e-01 7.844420000000000559e-02
6.406340000000000368e-01 7.477649999999999575e-02
6.410050000000000470e-01 8.095460000000000156e-02
6.413759999999999462e-01 8.700460000000000138e-02
6.417469999999999564e-01 8.116349999999999953e-02
6.421179999999999666e-01 8.772560000000000080e-02
6.424889999999999768e-01 9.039200000000000013e-02
6.428610000000000158e-01 9.925860000000000238e-02
6.432309999999999972e-01 9.981520000000000670e-02
6.436030000000000362e-01 1.010550000000000059e-01
6.439740000000000464e-01 1.125960000000000016e-01
6.443449999999999456e-01 1.146920000000000023e-01
6.447150000000000380e-01 1.117989999999999956e-01
6.450869999999999660e-01 1.161530000000000062e-01
6.453753410707675497e-01 1.101974185233573073e-01
6.454579999999999762e-01 1.106179999999999941e-01
6.458289999999999864e-01 1.286259999999999903e-01
6.461989999999999679e-01 1.265050000000000063e-01
6.465710000000000068e-01 1.311039999999999983e-01
6.469420000000000170e-01 1.314859999999999918e-01
6.473130000000000273e-01 1.318539999999999990e-01
6.476840000000000375e-01 1.379839999999999955e-01
6.480550000000000477e-01 1.360220000000000040e-01
6.484259999999999469e-01 1.415559999999999874e-01
6.487969999999999571e-01 1.487320000000000031e-01
6.491679999999999673e-01 1.474129999999999885e-01
6.495389999999999775e-01 1.439300000000000024e-01
6.499099999999999877e-01 1.517219999999999958e-01
6.502809999999999979e-01 1.467060000000000031e-01
6.506520000000000081e-01 1.535900000000000043e-01
6.506997201732517278e-01 1.204071139186022876e-01
6.510230000000000183e-01 1.518859999999999932e-01
6.513940000000000285e-01 1.570600000000000052e-01
6.517650000000000388e-01 1.581829999999999903e-01
6.521360000000000490e-01 1.636120000000000074e-01
6.525069999999999482e-01 1.548249999999999904e-01
6.528779999999999584e-01 1.527699999999999891e-01
6.532489999999999686e-01 1.591930000000000012e-01
6.536199999999999788e-01 1.515289999999999970e-01
6.539909999999999890e-01 1.541029999999999900e-01
6.543619999999999992e-01 1.567649999999999877e-01
6.547330000000000094e-01 1.521099999999999952e-01
6.551040000000000196e-01 1.530249999999999944e-01
6.554750000000000298e-01 1.537779999999999980e-01
6.558460000000000401e-01 1.569669999999999954e-01
6.561442935531964782e-01 1.357115456991104530e-01
6.562170000000000503e-01 1.571220000000000117e-01
6.565879999999999495e-01 1.500499999999999889e-01
6.569589999999999597e-01 1.480960000000000054e-01
6.573299999999999699e-01 1.491470000000000018e-01
6.577009999999999801e-01 1.449479999999999935e-01
6.580719999999999903e-01 1.514820000000000055e-01
6.584430000000000005e-01 1.502920000000000089e-01
6.588140000000000107e-01 1.469360000000000110e-01
6.591850000000000209e-01 1.477110000000000090e-01
6.595560000000000311e-01 1.434680000000000122e-01
6.599270000000000413e-01 1.386539999999999995e-01
6.602980000000000516e-01 1.329549999999999899e-01
6.606689999999999507e-01 1.372379999999999989e-01
6.610399999999999610e-01 1.433099999999999929e-01
6.614109999999999712e-01 1.372369999999999979e-01
6.617164465245642946e-01 1.387696248225563089e-01
6.617819999999999814e-01 1.296460000000000112e-01
6.621529999999999916e-01 1.381769999999999943e-01
6.625240000000000018e-01 1.387059999999999960e-01
6.628950000000000120e-01 1.321070000000000022e-01
6.632660000000000222e-01 1.304690000000000016e-01
6.636370000000000324e-01 1.282979999999999954e-01
6.640080000000000426e-01 1.337029999999999885e-01
6.643790000000000529e-01 1.303719999999999879e-01
6.647499999999999520e-01 1.290489999999999970e-01
6.651209999999999622e-01 1.252659999999999885e-01
6.654919999999999725e-01 1.221050000000000052e-01
6.658629999999999827e-01 1.099979999999999986e-01
6.662339999999999929e-01 1.060849999999999987e-01
6.666050000000000031e-01 1.164130000000000026e-01
6.669760000000000133e-01 1.145680000000000032e-01
6.673470000000000235e-01 1.059999999999999970e-01
6.674222030961471930e-01 1.116198421140188329e-01
6.677189999999999515e-01 1.100539999999999990e-01
6.680890000000000439e-01 1.128709999999999991e-01
6.684600000000000541e-01 1.035090000000000038e-01
6.688309999999999533e-01 1.019300000000000067e-01
6.692019999999999635e-01 9.773940000000000405e-02
6.695729999999999738e-01 9.535319999999999907e-02
6.699439999999999840e-01 9.562350000000000017e-02
6.703160000000000229e-01 9.002190000000000192e-02
6.706870000000000331e-01 9.200239999999999807e-02
6.710570000000000146e-01 9.208860000000000656e-02
6.714290000000000536e-01 9.295539999999999359e-02
6.717999999999999527e-01 9.036489999999999800e-02
6.721709999999999630e-01 7.827929999999999611e-02
6.725419999999999732e-01 8.547799999999999843e-02
6.729129999999999834e-01 8.015410000000000590e-02
6.732640609570614831e-01 8.451292761520230734e-02
6.732839999999999936e-01 7.517840000000000633e-02
6.736550000000000038e-01 8.301279999999999770e-02
6.740260000000000140e-01 7.688119999999999676e-02
6.743970000000000242e-01 7.538809999999999956e-02
6.747680000000000344e-01 7.966520000000000545e-02
6.751390000000000446e-01 6.681579999999999464e-02
6.755100000000000549e-01 7.259830000000000449e-02
6.758809999999999540e-01 6.546359999999999679e-02
6.762519999999999643e-01 6.205480000000000024e-02
6.766229999999999745e-01 7.321229999999999405e-02
6.769939999999999847e-01 5.761240000000000111e-02
6.773649999999999949e-01 6.156210000000000154e-02
6.777360000000000051e-01 6.036210000000000186e-02
6.781070000000000153e-01 6.625820000000000320e-02
6.784780000000000255e-01 5.792930000000000301e-02
6.788490000000000357e-01 5.857939999999999675e-02
6.792200000000000459e-01 6.480429999999999524e-02
6.792414606738529370e-01 7.398195703650621569e-02
6.795909999999999451e-01 6.764879999999999505e-02
6.799619999999999553e-01 6.981460000000000443e-02
6.803329999999999655e-01 7.401420000000000221e-02
6.807039999999999758e-01 6.402919999999999445e-02
6.810749999999999860e-01 7.723370000000000235e-02
6.814459999999999962e-01 7.470999999999999863e-02
6.818170000000000064e-01 7.743919999999999970e-02
6.821880000000000166e-01 7.133259999999999601e-02
6.825590000000000268e-01 8.445950000000000679e-02
6.829300000000000370e-01 8.684930000000000427e-02
6.833010000000000472e-01 7.196049999999999669e-02
6.836719999999999464e-01 7.353279999999999539e-02
6.840429999999999566e-01 8.968710000000000571e-02
6.844139999999999668e-01 8.966129999999999933e-02
6.847849999999999770e-01 9.811459999999999626e-02
6.851559999999999873e-01 8.530509999999999482e-02
6.853575484820633168e-01 8.529379627602858005e-02
6.855269999999999975e-01 9.367490000000000538e-02
6.858980000000000077e-01 8.944359999999999811e-02
6.862690000000000179e-01 9.230230000000000379e-02
6.866400000000000281e-01 9.362620000000000664e-02
6.870110000000000383e-01 9.900910000000000266e-02
6.873820000000000485e-01 9.976980000000000570e-02
6.877529999999999477e-01 1.042450000000000043e-01
6.881239999999999579e-01 1.051499999999999935e-01
6.884949999999999681e-01 1.088210000000000011e-01
6.888659999999999783e-01 1.106250000000000011e-01
6.892369999999999886e-01 1.089210000000000039e-01
6.896079999999999988e-01 1.060460000000000014e-01
6.899790000000000090e-01 1.147549999999999959e-01
6.903500000000000192e-01 1.240160000000000012e-01
6.907210000000000294e-01 1.211190000000000044e-01
6.910920000000000396e-01 1.188850000000000046e-01
6.914630000000000498e-01 1.218830000000000052e-01
6.916201422793302189e-01 1.099927525679027934e-01
6.918339999999999490e-01 1.096850000000000047e-01
6.922049999999999592e-01 1.154069999999999957e-01
6.925759999999999694e-01 1.195770000000000027e-01
6.929469999999999796e-01 1.328519999999999979e-01
6.933179999999999898e-01 1.264319999999999888e-01
6.936890000000000001e-01 1.178529999999999994e-01
6.940600000000000103e-01 1.241759999999999947e-01
6.944320000000000492e-01 1.264659999999999951e-01
6.948020000000000307e-01 1.255060000000000064e-01
6.951739999999999586e-01 1.218950000000000033e-01
6.955440000000000511e-01 1.201590000000000019e-01
6.959159999999999791e-01 1.303769999999999929e-01
6.962859999999999605e-01 1.240509999999999946e-01
6.966569999999999707e-01 1.239060000000000022e-01
6.970290000000000097e-01 1.247199999999999975e-01
6.974000000000000199e-01 1.240030000000000021e-01
6.977710000000000301e-01 1.197619999999999935e-01
6.980463006462401809e-01 1.188271451531846129e-01
6.981420000000000403e-01 1.195959999999999940e-01
6.985130000000000505e-01 1.288360000000000061e-01
6.988839999999999497e-01 1.201969999999999983e-01
6.992549999999999599e-01 1.214569999999999955e-01
6.996259999999999701e-01 1.180210000000000009e-01
6.999969999999999803e-01 1.327510000000000079e-01
7.003679999999999906e-01 1.272079999999999878e-01
7.007390000000000008e-01 1.261510000000000131e-01
7.011100000000000110e-01 1.319480000000000097e-01
7.014810000000000212e-01 1.179209999999999980e-01
7.018520000000000314e-01 1.203690000000000038e-01
7.022230000000000416e-01 1.332699999999999996e-01
7.025940000000000518e-01 1.363939999999999875e-01
7.029649999999999510e-01 1.370659999999999934e-01
7.033359999999999612e-01 1.424709999999999865e-01
7.037069999999999714e-01 1.498410000000000020e-01
7.040779999999999816e-01 1.478639999999999954e-01
7.044489999999999919e-01 1.541279999999999872e-01
7.046258393614243110e-01 1.650665351711892992e-01
7.048200000000000021e-01 1.546160000000000034e-01
7.051910000000000123e-01 1.568509999999999904e-01
7.055620000000000225e-01 1.654770000000000130e-01
7.059330000000000327e-01 1.643360000000000098e-01
7.063040000000000429e-01 1.702510000000000134e-01
7.066750000000000531e-01 1.779789999999999983e-01
7.070459999999999523e-01 1.860670000000000102e-01
7.074169999999999625e-01 1.879319999999999879e-01
7.077879999999999727e-01 1.884329999999999894e-01
7.081589999999999829e-01 2.061749999999999972e-01
7.085299999999999931e-01 2.076880000000000115e-01
7.089010000000000034e-01 2.248779999999999946e-01
7.092720000000000136e-01 2.300180000000000002e-01
7.096430000000000238e-01 2.388349999999999917e-01
7.100140000000000340e-01 2.384870000000000045e-01
7.103850000000000442e-01 2.591189999999999882e-01
7.107560000000000544e-01 2.572260000000000102e-01
7.111269999999999536e-01 2.605509999999999771e-01
7.113615620565831854e-01 2.431310762174936357e-01
7.114979999999999638e-01 2.646990000000000176e-01
7.118689999999999740e-01 2.775599999999999734e-01
7.122399999999999842e-01 2.777649999999999841e-01
7.126109999999999944e-01 2.865170000000000217e-01
7.182789497219896901e-01 2.911785080526449465e-01
7.253617628955669749e-01 2.827172493110333695e-01
7.326294174160526973e-01 2.334877122820452344e-01
7.400823562614839979e-01 2.136663969981672795e-01
7.477291319818806237e-01 1.839759064638394892e-01
7.555705987361988063e-01 1.248287813455146028e-01
7.636268058258319780e-01 7.981197574846538023e-02
7.718851247509677105e-01 6.935246889067556153e-02
7.803675966403754716e-01 7.191386395570641132e-02
7.890802481048072581e-01 7.362352179714250211e-02
7.980216937632680363e-01 7.039501934580466580e-02
8.072013515360810798e-01 5.435984801703011571e-02
8.166280816808418885e-01 3.270614413945058946e-02
8.263117704822319221e-01 3.023950535058096342e-02
8.362569739687345516e-01 3.640449130165417796e-02
8.464705023033409770e-01 6.986864271745045485e-02
8.562366955201586860e-01 1.336385976846010126e-01
8.669925634681520110e-01 1.631896024936229372e-01
8.780357061757094739e-01 1.462076811791495345e-01
8.893704988975675851e-01 1.481108127788817452e-01
9.010060902547282202e-01 1.450137318130656494e-01
9.129556176522731770e-01 1.576828007354850181e-01
9.252076483039415322e-01 2.394806725069389686e-01
9.377877835894162795e-01 2.770494988722109198e-01
9.506796129997336919e-01 2.250412830276403431e-01
9.639029772254632533e-01 2.054356373952970216e-01
9.774522478737982523e-01 1.900428023799848043e-01
9.913282134045117155e-01 1.196626529623151525e-01
1.005533770305983898e+00 7.967911348071381183e-02
1.020069998125080035e+00 9.312825406004998641e-02
1.034936227944378118e+00 7.439971821509482053e-02
1.050130123875554711e+00 4.307475399092261514e-02
1.065647775817170739e+00 2.574402651188397242e-02
1.081483801649058885e+00 2.030642736485307673e-02
1.097631456996059685e+00 1.717291156656643863e-02
1.114082750710712055e+00 1.558472360534596431e-02
1.130835981190071893e+00 1.453251354810634367e-02
1.147875778420519577e+00 9.746068171950604889e-03
1.165193356746947240e+00 6.141551609692235368e-03
1.182778579119488693e+00 4.849293764360490880e-03
1.200618161331540534e+00 5.386865609257482368e-03
1.218697456023000836e+00 8.989196580489371494e-03
1.237007443827122133e+00 4.021647946552079494e-02
1.255528999259455825e+00 9.884977848502873865e-02
1.274248096534801533e+00 1.091295516422507994e-01
1.293150960555802920e+00 8.333990995604506624e-02
1.312222242063556532e+00 6.617516160261852076e-02
1.331445201403780976e+00 5.113035270032326857e-02
1.350804543567142968e+00 2.623877938428878509e-02
1.370285019364012591e+00 2.342658454566507245e-02
1.389871560521084959e+00 1.785771118420447293e-02
1.409549395477281086e+00 9.453162007381840995e-03
1.429304146790868035e+00 5.916015741950019814e-03
1.449121911313409727e+00 4.926257090335816810e-03
1.468989324441442257e+00 5.320236858563192651e-03
1.488893609860487244e+00 8.535993304014895255e-03
1.508822616236004110e+00 2.007383606750969343e-02
1.528764842311064687e+00 4.492108418253148300e-02
1.548709451833084616e+00 5.862627569016067713e-02
1.568646279673008292e+00 4.472150672181694070e-02
1.588565830418269487e+00 3.688366189404789636e-02
1.608459270631112714e+00 4.782371547205389872e-02
1.628318415857542778e+00 8.124898206014943836e-02
1.648135713373344302e+00 9.226869447245508726e-02
1.667904221546150367e+00 8.794203232581333796e-02
1.687617586591525942e+00 5.847976428449939978e-02
1.707270017403134332e+00 4.471013152124234113e-02
1.726856259047754971e+00 4.207625396440689558e-02
1.746371565430228090e+00 4.473663211636472181e-02
1.765811276776406258e+00 3.905315086544351721e-02
1.785171750961460191e+00 4.797308714239666844e-02
1.804449676911853206e+00 6.020835656753002058e-02
1.823642057854449217e+00 5.762152188053312057e-02
1.842746270591426150e+00 2.934888039851429528e-02
1.861760039983736181e+00 1.433719835998714838e-02
1.880681414362693982e+00 1.558989988058009056e-02
1.899507370058403755e+00 2.350263272267712547e-02
1.918237611288654998e+00 3.380307674643314580e-02
1.936871105469531340e+00 3.923073941147411231e-02
1.955406968750847740e+00 4.008047752030595434e-02
1.973842618653530945e+00 3.429492062318633544e-02
1.992179045685731120e+00 3.745563341554612735e-02
2.010416204993484612e+00 3.572524339768674145e-02
2.028551956147564894e+00 4.089555968392091095e-02
2.046587459004489240e+00 3.539576805370923257e-02
2.064523298271133456e+00 2.713295705767943683e-02
2.082357042859225071e+00 2.164171716020936789e-02
2.100091898490585418e+00 2.610181784395449595e-02
2.117725657689892849e+00 3.357591480304253362e-02
2.135260545701290091e+00 3.954163551358733097e-02
2.152695645106732059e+00 4.365712778841397690e-02
2.170032581704946395e+00 5.364166258005456656e-02
2.187270712197630473e+00 6.610502467572032526e-02
2.204412312266257334e+00 7.168167231490937819e-02
2.221455692206243615e+00 7.198408209093307142e-02
2.238404351263744374e+00 8.856791535870589538e-02
2.255256337125453481e+00 7.005255543423719033e-02
2.272014206712765994e+00 6.089670514773658921e-02
2.288679138652482514e+00 4.071361844246962347e-02
2.305249367051095621e+00 3.390152307159585710e-02
2.321728344268437993e+00 3.926335186669506483e-02
2.338116797373332112e+00 4.268048899076170438e-02
2.353318624318805785e+00 4.553980929486408508e-02
2.369532638644530120e+00 4.296639754860083482e-02
2.385657683223186165e+00 3.546967110420192609e-02
2.401695433169082072e+00 2.501737755358773851e-02
2.417646038809518672e+00 1.446853857774089459e-02
2.433510864903511983e+00 7.775934483522911785e-03
2.449290568216097252e+00 5.695435616834564757e-03
2.464986094758114810e+00 5.292909297683829131e-03
2.480598645965794713e+00 4.956473467780891581e-03
2.496129078764479647e+00 5.715843119036375340e-03
2.511578124669150203e+00 6.289053453912814631e-03
2.526946537415412752e+00 5.156839338029401212e-03
2.542235491427585536e+00 5.189267760051156572e-03
2.557445853320683860e+00 5.121090269016714304e-03
2.572578489831486959e+00 6.068591319630472179e-03
2.587634266985141984e+00 5.719837660035700759e-03
2.602614049326332779e+00 4.009673925705564343e-03
2.617518699210671596e+00 4.710628639866431232e-03
2.632349076152275646e+00 4.205501466449448021e-03
2.647106036225185477e+00 5.109988274688870812e-03
2.661790431513397781e+00 7.400037252891789909e-03
2.676403109607865538e+00 7.529130995086909771e-03
2.690944913146468664e+00 7.355443398846721846e-03
2.705416590582351954e+00 8.731386406812653711e-03
2.719818713376284336e+00 8.927153147531568730e-03
2.734152400983027142e+00 9.880275834592566059e-03
2.748418473495628955e+00 1.138245978561183182e-02
2.762617744311878010e+00 1.420512921539686738e-02
2.776750738918029704e+00 1.621329254027352104e-02
2.790818118163926886e+00 2.004314411839221502e-02
2.804820848519227194e+00 2.583262488138223303e-02
2.818759295787976349e+00 3.288590680088957635e-02
2.832634804864107014e+00 3.948874791406717377e-02
2.846447922916612416e+00 4.613430803683116893e-02
2.860198910212339296e+00 4.360771130330953066e-02
2.873888519274823139e+00 4.654054452436071770e-02
2.887517816634654011e+00 6.808178131217491880e-02
2.901087585692033510e+00 6.766167806626800785e-02
2.914597980790959664e+00 5.978128270201574224e-02
2.928049396202598853e+00 5.219125294266496046e-02
2.941443612358471960e+00 4.458228396236890712e-02
2.954780289408262650e+00 3.840967249999999861e-02
2.968060022581390012e+00 3.223706500000000225e-02
2.981284288893667700e+00 2.606445749999999895e-02
2.994452934467594751e+00 1.989185313505619987e-02
3.007566344172544870e+00 2.107786857873416783e-02
3.020626223789440346e+00 2.196920791235424525e-02
3.033631947845537358e+00 2.216253488198003871e-02
3.046584511880793045e+00 2.342923073556560376e-02
3.059484935131381977e+00 2.411359799863633732e-02
3.072332829049976066e+00 3.010795458280089362e-02
3.085129916606037970e+00 4.093330030122300373e-02
3.097875502756103128e+00 7.156209576736599631e-02
3.110571129987835803e+00 1.017699892763431202e-01
3.123216637961093944e+00 1.133416746913317452e-01
3.135812725670485968e+00 1.178906279522825701e-01
3.148360256479041386e+00 1.134634238551156804e-01
3.160858937718413753e+00 1.247322728444247852e-01
3.173310297460585350e+00 1.331979389873637065e-01
3.185713659059480563e+00 1.433640894827518941e-01
3.198070618041989999e+00 1.504150802363161954e-01
3.210380701098859646e+00 1.471125826103722445e-01
3.222644994136484975e+00 1.502845130818061536e-01
3.234863794577550244e+00 1.556258016982627612e-01
3.247037121347579713e+00 1.632262010219052983e-01
3.259166303202519099e+00 1.679438719259605806e-01
3.271250615987783661e+00 1.691291795308868806e-01
3.283291815941002501e+00 1.613041702090902696e-01
3.295289016185304121e+00 1.577774634869086867e-01
3.307243638991090418e+00 1.275819857561616422e-01
3.319155724712446798e+00 7.560009308073187273e-02
3.331025048547470391e+00 3.880230456029160058e-02
3.342853372774558185e+00 1.540631199580193636e-02
3.354639759239975483e+00 9.695009547149408338e-03
3.366385213931299525e+00 1.913356428668304757e-02
3.378090435938202685e+00 2.046980203180369384e-02
3.389754894141533192e+00 2.056777384491904198e-02
3.401379720129002138e+00 2.136213038953244450e-02
3.412965262603840255e+00 2.178999128873633159e-02
3.424511178788165022e+00 1.973266567110511585e-02
3.436018463983957272e+00 2.073978360456065970e-02
3.447487643517353817e+00 1.855993890528459533e-02
3.458918298790126133e+00 1.602801619091801660e-02
3.470311039257920616e+00 1.661856981839778327e-02
3.481666926738163248e+00 1.657482847237699841e-02
3.492985397917636181e+00 1.526698288723422892e-02
3.504266744711586057e+00 1.385710727630930575e-02
3.515511886643296613e+00 1.344024833712884580e-02
3.526721289716987062e+00 1.269230564853483963e-02
3.537894451920495342e+00 1.277632639424545330e-02
3.549031782191425677e+00 1.579302431935948256e-02
3.560134142562759951e+00 1.625578093523876930e-02
3.571201935538599770e+00 1.258304152712725124e-02
3.582234821390384294e+00 1.166330842373274231e-02
3.593233214506483364e+00 1.200722887183867590e-02
3.604197424645829262e+00 1.447299918255503907e-02
3.615128145777617874e+00 1.546695963392149230e-02
3.626025628035619786e+00 1.536018639041941691e-02
3.636889584959430266e+00 1.245229615902480880e-02
3.647720576881903654e+00 1.203076813035808268e-02
3.658518637958860342e+00 1.318258132442149365e-02
3.669284488414518819e+00 1.275519770266020023e-02
3.680018366956090414e+00 1.464507988598467980e-02
3.690720510191360493e+00 1.596469994422626895e-02
3.701390756181494712e+00 1.574868692633183548e-02
3.712029656238687192e+00 1.403189788489782840e-02
3.722637193530346167e+00 1.697922845884539816e-02
3.733213859772529730e+00 2.028507422263036222e-02
3.743759988215817458e+00 2.143433966939011989e-02
3.754275802694761133e+00 2.110798018165203557e-02
3.764761525079575399e+00 2.237556443959239083e-02
3.775217375294118050e+00 2.251239064526795036e-02
3.785643414552597896e+00 2.394387656290913532e-02
3.796039870518901793e+00 2.394299403604972787e-02
3.806407123558148697e+00 2.453753956863855001e-02
3.816745316271162647e+00 2.393925039379017974e-02
3.827054553563777439e+00 2.250295114254002513e-02
3.837335238770845258e+00 2.099619516160500590e-02
3.847587578182896983e+00 2.222697893550202100e-02
3.857811776290640537e+00 2.417279934365811414e-02
3.868008035802120492e+00 2.187595174752335336e-02
3.878176557659481105e+00 2.235445407632891818e-02
3.888317541055801296e+00 2.050478903157625793e-02
3.898431183451905202e+00 1.843501151640374730e-02
3.908517680592658472e+00 1.551282250963371100e-02
3.918577226523631385e+00 5.128591088726439443e-03
3.928610013607310769e+00 3.809049034037542540e-04
3.938616232539311923e+00 8.130560470074325169e-03
3.948596072364359610e+00 1.357840054572496957e-02
3.958549720492337887e+00 1.536152731596176005e-02
3.968477362714094792e+00 1.735480719154115781e-02
3.978379183216993464e+00 1.850575908370839448e-02
3.988255364600585828e+00 2.021401806850826530e-02
3.998106087892046911e+00 2.071809874942259766e-02
4.007931532561444854e+00 2.199871000791528766e-02
4.017731876536744018e+00 2.358043344366634805e-02
4.027507296219189570e+00 2.744632347194624761e-02
4.037257966497982409e+00 2.966893005942203634e-02
4.046984060765010938e+00 3.278470397609709042e-02
4.056685750929706735e+00 3.198133870600365636e-02
4.066363207433369098e+00 3.090998202375276269e-02
4.076016599263708962e+00 3.375222849370658473e-02
4.085646093968985149e+00 3.878358235470483195e-02
4.095251857672306706e+00 3.358014187722888066e-02
4.104833851414876555e+00 3.314002358900644540e-02
4.114392395890217102e+00 2.298703838553339471e-02
4.123927685309644708e+00 2.590191715881565160e-02
